Customer ID,Age,Gender,Purchase Amount (USD),Location,Season,Subscription Status,Payment Method,Previous Purchases,Preferred Payment Method,Frequency of Purchases
3144,68,Female,22,Arizona,Summer,No,Debit Card,26,Cash,Quarterly
3145,23,Female,70,Maine,Spring,No,Bank Transfer,12,Debit Card,Quarterly
3146,57,Female,29,Texas,Spring,No,Debit Card,16,PayPal,Fortnightly
3147,21,Female,83,Virginia,Winter,No,Bank Transfer,19,PayPal,Annually
3148,45,Female,99,North Dakota,Winter,No,Cash,21,Credit Card,Weekly
3149,37,Female,35,West Virginia,Fall,No,Credit Card,15,Venmo,Weekly
3150,18,Female,40,North Carolina,Winter,No,Debit Card,9,Venmo,Annually
3151,55,Female,25,Georgia,Spring,No,Venmo,7,Bank Transfer,Bi-Weekly
3152,52,Female,64,New Mexico,Fall,No,Cash,47,Bank Transfer,Quarterly
3153,49,Female,90,North Carolina,Fall,No,Venmo,17,PayPal,Monthly
3154,56,Female,88,Alabama,Fall,No,Bank Transfer,46,Venmo,Fortnightly
3155,27,Female,55,Connecticut,Winter,No,Venmo,32,Cash,Quarterly
3156,22,Female,90,Montana,Fall,No,PayPal,34,Cash,Annually
3157,18,Female,50,Montana,Winter,No,Cash,18,Cash,Monthly
3158,21,Female,34,Maine,Fall,No,Bank Transfer,5,Debit Card,Fortnightly
3159,30,Female,77,Mississippi,Winter,No,PayPal,44,Credit Card,Monthly
3160,62,Female,89,Louisiana,Winter,No,PayPal,4,Bank Transfer,Quarterly
3161,28,Female,87,Nebraska,Fall,No,Debit Card,37,Cash,Fortnightly
3162,66,Female,77,Massachusetts,Winter,No,Cash,43,Cash,Monthly
3163,66,Female,85,Wisconsin,Winter,No,Credit Card,28,Bank Transfer,Quarterly
3164,49,Female,66,Nebraska,Summer,No,Bank Transfer,36,Cash,Monthly
3165,40,Female,32,Arizona,Winter,No,Cash,16,Credit Card,Annually
3166,49,Female,92,Hawaii,Spring,No,PayPal,38,Bank Transfer,Every 3 Months
3167,19,Female,80,Georgia,Winter,No,Debit Card,37,Bank Transfer,Fortnightly
3168,24,Female,78,Oregon,Fall,No,Venmo,9,Cash,Bi-Weekly
3169,31,Female,24,Montana,Spring,No,Bank Transfer,14,PayPal,Fortnightly
3170,35,Female,59,Georgia,Fall,No,Venmo,3,Venmo,Weekly
3171,65,Female,41,Rhode Island,Spring,No,Debit Card,10,Credit Card,Fortnightly
3172,68,Female,26,Tennessee,Spring,No,Credit Card,26,Bank Transfer,Bi-Weekly
3173,57,Female,52,Missouri,Fall,No,Venmo,30,Debit Card,Bi-Weekly
3174,69,Female,46,Washington,Summer,No,Cash,32,PayPal,Fortnightly
3175,45,Female,52,Oklahoma,Winter,No,PayPal,35,PayPal,Monthly
3176,35,Female,42,Connecticut,Fall,No,Debit Card,26,Debit Card,Every 3 Months
3177,36,Female,37,Arkansas,Spring,No,Cash,39,Credit Card,Monthly
3178,55,Female,52,Missouri,Fall,No,Credit Card,31,Credit Card,Monthly
3179,66,Female,34,Washington,Spring,No,Cash,28,Credit Card,Annually
3180,57,Female,88,Idaho,Spring,No,Debit Card,12,Debit Card,Bi-Weekly
3181,18,Female,88,Montana,Fall,No,Cash,46,PayPal,Weekly
3182,31,Female,51,Montana,Summer,No,Cash,27,PayPal,Every 3 Months
3183,50,Female,97,Georgia,Fall,No,PayPal,4,Credit Card,Annually
3184,50,Female,56,Mississippi,Winter,No,Debit Card,14,Cash,Every 3 Months
3185,61,Female,53,Hawaii,Spring,No,Credit Card,30,Venmo,Quarterly
3186,52,Female,71,Ohio,Fall,No,Credit Card,6,PayPal,Annually
3187,38,Female,93,Virginia,Winter,No,PayPal,43,Venmo,Annually
3188,67,Female,72,Texas,Winter,No,Credit Card,28,Debit Card,Weekly
3189,42,Female,59,Vermont,Winter,No,Venmo,39,Bank Transfer,Monthly
3190,25,Female,87,Kansas,Summer,No,PayPal,30,PayPal,Bi-Weekly
3191,41,Female,78,California,Fall,No,Bank Transfer,5,Credit Card,Fortnightly
3192,62,Female,68,Mississippi,Winter,No,Bank Transfer,42,Credit Card,Every 3 Months
3193,19,Female,76,Iowa,Fall,No,Credit Card,20,Cash,Fortnightly
3194,63,Female,99,Virginia,Winter,No,PayPal,35,Credit Card,Fortnightly
3195,43,Female,52,Maryland,Summer,No,Debit Card,10,Credit Card,Bi-Weekly
3196,68,Female,58,Missouri,Spring,No,Debit Card,36,Credit Card,Quarterly
3197,24,Female,59,Wisconsin,Winter,No,Debit Card,21,Debit Card,Fortnightly
3198,27,Female,71,Maine,Spring,No,Bank Transfer,29,Credit Card,Every 3 Months
3199,61,Female,94,Pennsylvania,Winter,No,Cash,39,Debit Card,Weekly
3200,59,Female,40,Maine,Winter,No,PayPal,16,PayPal,Monthly
3201,67,Female,24,Missouri,Spring,No,PayPal,32,Credit Card,Monthly
3202,46,Female,38,Vermont,Fall,No,Credit Card,34,Cash,Monthly
3203,65,Female,37,Wisconsin,Fall,No,Bank Transfer,38,Venmo,Annually
3204,63,Female,29,New Jersey,Spring,No,Cash,14,Venmo,Annually
3205,57,Female,92,New Mexico,Fall,No,Credit Card,23,Debit Card,Bi-Weekly
3206,40,Female,24,Colorado,Fall,No,Debit Card,50,Bank Transfer,Every 3 Months
3207,36,Female,52,California,Winter,No,Debit Card,49,PayPal,Monthly
3208,67,Female,29,Arizona,Summer,No,Debit Card,14,PayPal,Annually
3209,61,Female,30,Indiana,Winter,No,PayPal,42,PayPal,Weekly
3210,64,Female,31,Arkansas,Fall,No,Bank Transfer,39,Debit Card,Annually
3211,30,Female,67,Nevada,Summer,No,Debit Card,43,Venmo,Bi-Weekly
3212,53,Female,65,Rhode Island,Winter,No,Credit Card,12,Cash,Monthly
3213,27,Female,22,Wyoming,Winter,No,Bank Transfer,21,Debit Card,Weekly
3214,27,Female,56,Texas,Winter,No,Venmo,33,Credit Card,Monthly
3215,53,Female,78,Washington,Spring,No,Bank Transfer,6,Debit Card,Annually
3216,34,Female,90,Rhode Island,Summer,No,Bank Transfer,10,PayPal,Every 3 Months
3217,39,Female,85,Illinois,Winter,No,Debit Card,18,Cash,Weekly
3218,44,Female,58,Oregon,Fall,No,PayPal,46,Venmo,Weekly
3219,37,Female,34,Florida,Fall,No,Venmo,49,PayPal,Monthly
3220,57,Female,40,Kansas,Summer,No,Bank Transfer,39,Credit Card,Weekly
3221,38,Female,29,North Dakota,Fall,No,PayPal,16,Cash,Monthly
3222,21,Female,76,New Hampshire,Winter,No,Credit Card,28,Cash,Annually
3223,45,Female,84,Texas,Fall,No,Debit Card,22,PayPal,Quarterly
3224,68,Female,65,Montana,Spring,No,PayPal,36,Venmo,Bi-Weekly
3225,37,Female,80,Delaware,Winter,No,Cash,18,PayPal,Monthly
3226,53,Female,98,New Hampshire,Fall,No,Credit Card,31,Credit Card,Weekly
3227,57,Female,71,Minnesota,Spring,No,Debit Card,38,Bank Transfer,Fortnightly
3228,28,Female,69,Alaska,Fall,No,Credit Card,42,Debit Card,Quarterly
3229,37,Female,95,Connecticut,Spring,No,Credit Card,27,PayPal,Annually
3230,54,Female,67,Connecticut,Fall,No,Debit Card,24,Cash,Monthly
3231,49,Female,49,Kansas,Summer,No,Venmo,38,Debit Card,Annually
3232,62,Female,97,Nevada,Winter,No,PayPal,9,Credit Card,Annually
3233,45,Female,34,Massachusetts,Spring,No,PayPal,19,Bank Transfer,Monthly
3234,45,Female,74,Indiana,Fall,No,Credit Card,11,Debit Card,Bi-Weekly
3235,49,Female,96,Washington,Winter,No,Bank Transfer,16,Debit Card,Quarterly
3236,27,Female,68,Kansas,Summer,No,Venmo,18,Venmo,Monthly
3237,63,Female,84,South Carolina,Fall,No,Venmo,8,Cash,Monthly
3238,61,Female,57,Vermont,Summer,No,Bank Transfer,4,Cash,Weekly
3239,25,Female,84,Wyoming,Fall,No,PayPal,37,Cash,Quarterly
3240,33,Female,32,Colorado,Fall,No,Credit Card,30,Cash,Monthly
3241,56,Female,37,West Virginia,Fall,No,Credit Card,37,Bank Transfer,Monthly
3242,50,Female,58,Connecticut,Summer,No,Credit Card,30,PayPal,Quarterly
3243,45,Female,74,Oregon,Fall,No,Cash,17,Venmo,Weekly
3244,45,Female,99,Idaho,Summer,No,Venmo,11,Bank Transfer,Every 3 Months
3245,65,Female,81,Arkansas,Fall,No,Bank Transfer,42,Credit Card,Annually
3246,63,Female,76,Kansas,Fall,No,PayPal,20,Cash,Weekly
3247,70,Female,98,Michigan,Summer,No,Venmo,37,Cash,Monthly
3248,53,Female,91,Arkansas,Summer,No,Venmo,12,PayPal,Fortnightly
3249,22,Female,79,Pennsylvania,Summer,No,Venmo,41,Bank Transfer,Quarterly
3250,26,Female,83,Virginia,Summer,No,Credit Card,32,Credit Card,Quarterly
3251,23,Female,90,Minnesota,Spring,No,Cash,15,Venmo,Weekly
3252,25,Female,20,Nevada,Winter,No,Debit Card,39,Venmo,Quarterly
3253,69,Female,21,Montana,Spring,No,Bank Transfer,48,Credit Card,Fortnightly
3254,36,Female,60,Nebraska,Fall,No,Debit Card,8,Venmo,Fortnightly
3255,21,Female,31,Indiana,Winter,No,Venmo,11,Bank Transfer,Every 3 Months
3256,57,Female,40,New Jersey,Fall,No,Cash,36,Bank Transfer,Monthly
3257,60,Female,26,Wisconsin,Winter,No,Cash,50,Venmo,Every 3 Months
3258,44,Female,98,Minnesota,Fall,No,PayPal,39,Venmo,Every 3 Months
3259,31,Female,51,New Jersey,Spring,No,Debit Card,11,Credit Card,Bi-Weekly
3260,57,Female,95,Oklahoma,Fall,No,PayPal,5,Debit Card,Every 3 Months
3261,39,Female,36,Wisconsin,Summer,No,Bank Transfer,7,Credit Card,Annually
3262,48,Female,52,Rhode Island,Winter,No,Bank Transfer,50,Debit Card,Weekly
3263,42,Female,35,Indiana,Spring,No,Cash,21,Cash,Every 3 Months
3264,56,Female,68,Vermont,Fall,No,PayPal,31,Debit Card,Fortnightly
3265,28,Female,50,Maine,Winter,No,PayPal,39,Cash,Bi-Weekly
3266,40,Female,100,Alabama,Winter,No,Credit Card,28,Credit Card,Fortnightly
3267,49,Female,74,Alabama,Winter,No,Bank Transfer,33,Bank Transfer,Weekly
3268,37,Female,45,Idaho,Winter,No,Debit Card,42,Credit Card,Quarterly
3269,22,Female,97,Arkansas,Fall,No,Cash,5,Bank Transfer,Every 3 Months
3270,27,Female,60,Ohio,Winter,No,Venmo,25,Cash,Monthly
3271,59,Female,25,Illinois,Winter,No,Cash,48,PayPal,Annually
3272,35,Female,55,Nevada,Spring,No,Debit Card,30,Credit Card,Weekly
3273,58,Female,99,Texas,Winter,No,Bank Transfer,34,PayPal,Quarterly
3274,58,Female,45,Nevada,Summer,No,Credit Card,34,PayPal,Every 3 Months
3275,46,Female,20,Oklahoma,Spring,No,Credit Card,14,Cash,Fortnightly
3276,43,Female,88,Alabama,Summer,No,Venmo,2,Debit Card,Weekly
3277,39,Female,99,South Dakota,Summer,No,Credit Card,41,PayPal,Every 3 Months
3278,59,Female,86,Texas,Spring,No,Cash,3,Credit Card,Monthly
3279,59,Female,70,Montana,Summer,No,Debit Card,18,Bank Transfer,Weekly
3280,59,Female,50,Wyoming,Fall,No,Credit Card,1,Debit Card,Fortnightly
3281,45,Female,57,New York,Winter,No,Credit Card,5,PayPal,Monthly
3282,27,Female,69,Oregon,Winter,No,Debit Card,41,Bank Transfer,Annually
3283,24,Female,94,California,Fall,No,Bank Transfer,5,Credit Card,Monthly
3284,47,Female,24,North Carolina,Spring,No,Credit Card,10,Debit Card,Every 3 Months
3285,70,Female,79,Kentucky,Spring,No,Debit Card,20,Venmo,Annually
3286,58,Female,31,Hawaii,Fall,No,PayPal,11,Cash,Weekly
3287,45,Female,67,Illinois,Winter,No,Venmo,4,Venmo,Fortnightly
3288,24,Female,63,West Virginia,Spring,No,PayPal,38,Credit Card,Weekly
3289,67,Female,61,South Carolina,Spring,No,Debit Card,19,Credit Card,Bi-Weekly
3290,31,Female,50,Montana,Summer,No,Venmo,16,Venmo,Every 3 Months
3291,52,Female,82,North Dakota,Spring,No,Bank Transfer,2,PayPal,Monthly
3292,29,Female,51,New Mexico,Fall,No,Bank Transfer,11,Cash,Monthly
3293,62,Female,23,Missouri,Spring,No,Debit Card,18,Bank Transfer,Fortnightly
3294,19,Female,91,West Virginia,Spring,No,Bank Transfer,47,Credit Card,Fortnightly
3295,62,Female,60,South Carolina,Spring,No,PayPal,15,Bank Transfer,Bi-Weekly
3296,70,Female,34,West Virginia,Summer,No,PayPal,15,Cash,Weekly
3297,20,Female,23,Alaska,Spring,No,PayPal,47,Venmo,Quarterly
3298,67,Female,82,West Virginia,Fall,No,Credit Card,47,PayPal,Monthly
3299,65,Female,73,New Mexico,Fall,No,PayPal,6,Bank Transfer,Every 3 Months
3300,45,Female,32,South Dakota,Spring,No,Bank Transfer,18,Venmo,Monthly
3301,26,Female,80,Oklahoma,Spring,No,Debit Card,40,Bank Transfer,Bi-Weekly
3302,36,Female,58,Oklahoma,Summer,No,PayPal,31,Credit Card,Fortnightly
3303,36,Female,82,Alabama,Winter,No,Venmo,31,Venmo,Bi-Weekly
3304,20,Female,60,Mississippi,Summer,No,PayPal,4,Credit Card,Fortnightly
3305,30,Female,79,Mississippi,Fall,No,Debit Card,36,Bank Transfer,Every 3 Months
3306,34,Female,41,Nebraska,Summer,No,Bank Transfer,31,PayPal,Bi-Weekly
3307,63,Female,39,Colorado,Summer,No,Cash,6,Venmo,Fortnightly
3308,18,Female,36,Pennsylvania,Winter,No,Credit Card,1,Cash,Monthly
3309,55,Female,70,Utah,Fall,No,Venmo,29,Cash,Monthly
3310,48,Female,47,Massachusetts,Summer,No,Credit Card,19,PayPal,Monthly
3311,45,Female,27,Iowa,Winter,No,Debit Card,12,PayPal,Fortnightly
3312,29,Female,52,Florida,Summer,No,PayPal,18,Bank Transfer,Annually
3313,55,Female,75,Louisiana,Summer,No,Venmo,45,Cash,Quarterly
3314,55,Female,30,Kansas,Fall,No,Cash,45,Credit Card,Monthly
3315,55,Female,94,Kansas,Spring,No,PayPal,8,Credit Card,Quarterly
3316,48,Female,68,Kentucky,Summer,No,Credit Card,4,PayPal,Every 3 Months
3317,42,Female,45,New Mexico,Summer,No,Cash,5,Debit Card,Fortnightly
3318,21,Female,67,North Carolina,Summer,No,Debit Card,30,Cash,Quarterly
3319,45,Female,46,North Dakota,Summer,No,Venmo,15,PayPal,Monthly
3320,23,Female,31,North Dakota,Summer,No,Cash,17,Credit Card,Every 3 Months
3321,66,Female,44,Illinois,Fall,No,Cash,45,Cash,Every 3 Months
3322,32,Female,100,Maine,Winter,No,Bank Transfer,3,Venmo,Annually
3323,52,Female,92,Indiana,Winter,No,Credit Card,43,PayPal,Weekly
3324,54,Female,78,North Dakota,Winter,No,Venmo,4,Credit Card,Monthly
3325,37,Female,32,Missouri,Fall,No,Venmo,41,Venmo,Weekly
3326,29,Female,97,Alaska,Fall,No,Debit Card,16,Venmo,Monthly
3327,47,Female,95,North Dakota,Summer,No,Cash,10,Debit Card,Annually
3328,47,Female,64,Connecticut,Spring,No,Bank Transfer,2,Debit Card,Quarterly
3329,42,Female,35,Wisconsin,Spring,No,Venmo,11,Cash,Bi-Weekly
3330,34,Female,54,New Jersey,Winter,No,Debit Card,1,Debit Card,Bi-Weekly
3331,38,Female,96,Missouri,Spring,No,PayPal,41,Bank Transfer,Quarterly
3332,55,Female,58,California,Summer,No,Debit Card,39,PayPal,Quarterly
3333,27,Female,23,Washington,Summer,No,PayPal,1,PayPal,Bi-Weekly
3334,55,Female,35,Minnesota,Spring,No,Debit Card,3,PayPal,Monthly
3335,66,Female,23,California,Summer,No,Bank Transfer,21,Credit Card,Annually
3336,44,Female,94,Texas,Winter,No,Credit Card,48,Bank Transfer,Quarterly
3337,39,Female,45,Montana,Fall,No,Venmo,24,Debit Card,Annually
3338,23,Female,23,Arizona,Winter,No,Bank Transfer,45,Bank Transfer,Bi-Weekly
3339,29,Female,94,Minnesota,Winter,No,Venmo,46,Credit Card,Monthly
3340,20,Female,99,Nebraska,Fall,No,Debit Card,35,Cash,Fortnightly
3341,42,Female,36,Virginia,Fall,No,Credit Card,47,Credit Card,Fortnightly
3342,55,Female,50,Connecticut,Summer,No,Venmo,35,Credit Card,Monthly
3343,66,Female,81,New Jersey,Spring,No,Credit Card,45,Credit Card,Weekly
3344,24,Female,31,Kentucky,Winter,No,Bank Transfer,6,Cash,Bi-Weekly
3345,62,Female,48,Washington,Fall,No,Debit Card,20,Cash,Annually
3346,28,Female,91,Florida,Summer,No,Cash,3,Venmo,Bi-Weekly
3347,30,Female,99,Oklahoma,Summer,No,PayPal,30,Venmo,Quarterly
3348,22,Female,70,Iowa,Summer,No,Credit Card,28,PayPal,Bi-Weekly
3349,28,Female,74,New Hampshire,Winter,No,PayPal,15,Cash,Every 3 Months
3350,35,Female,79,Georgia,Fall,No,Cash,29,PayPal,Quarterly
3351,45,Female,33,Mississippi,Fall,No,PayPal,15,Cash,Bi-Weekly
3352,43,Female,49,New Hampshire,Spring,No,Cash,18,Bank Transfer,Fortnightly
3353,55,Female,96,Washington,Summer,No,Credit Card,7,Bank Transfer,Bi-Weekly
3354,31,Female,66,Ohio,Fall,No,Debit Card,19,Credit Card,Every 3 Months
3355,42,Female,45,Maryland,Fall,No,Cash,15,PayPal,Weekly
3356,40,Female,28,Delaware,Spring,No,Debit Card,3,Bank Transfer,Bi-Weekly
3357,39,Female,48,Tennessee,Summer,No,Credit Card,13,PayPal,Bi-Weekly
3358,41,Female,67,Arkansas,Winter,No,Venmo,37,Credit Card,Monthly
3359,56,Female,59,Tennessee,Fall,No,Debit Card,26,Cash,Annually
3360,43,Female,74,New Hampshire,Fall,No,Credit Card,29,Debit Card,Monthly
3361,22,Female,81,Minnesota,Spring,No,Venmo,47,Cash,Every 3 Months
3362,47,Female,26,Florida,Spring,No,Credit Card,47,Credit Card,Bi-Weekly
3363,50,Female,61,Tennessee,Summer,No,Credit Card,48,Venmo,Fortnightly
3364,58,Female,23,California,Winter,No,PayPal,46,Bank Transfer,Bi-Weekly
3365,50,Female,33,Oregon,Fall,No,Cash,7,Credit Card,Monthly
3366,43,Female,58,Tennessee,Fall,No,Bank Transfer,45,Credit Card,Every 3 Months
3367,38,Female,65,North Carolina,Spring,No,Venmo,47,Debit Card,Quarterly
3368,44,Female,48,Tennessee,Summer,No,Credit Card,6,Venmo,Fortnightly
3369,30,Female,25,Nebraska,Spring,No,Cash,29,Bank Transfer,Every 3 Months
3370,47,Female,51,Maine,Winter,No,Debit Card,42,Cash,Monthly
3371,30,Female,31,Illinois,Summer,No,Venmo,46,Cash,Fortnightly
3372,49,Female,99,Colorado,Winter,No,PayPal,28,PayPal,Annually
3373,56,Female,25,Pennsylvania,Winter,No,Credit Card,14,Credit Card,Every 3 Months
3374,70,Female,52,Minnesota,Spring,No,Debit Card,12,Debit Card,Every 3 Months
3375,22,Female,47,Nevada,Spring,No,Debit Card,41,Debit Card,Annually
3376,51,Female,98,Connecticut,Fall,No,Debit Card,8,Credit Card,Annually
3377,22,Female,46,Ohio,Winter,No,Credit Card,24,Cash,Quarterly
3378,37,Female,32,Kentucky,Winter,No,Bank Transfer,18,PayPal,Fortnightly
3379,49,Female,75,Minnesota,Fall,No,PayPal,6,Cash,Quarterly
3380,61,Female,51,Tennessee,Summer,No,Debit Card,40,Cash,Weekly
3381,41,Female,52,North Dakota,Summer,No,PayPal,6,PayPal,Every 3 Months
3382,57,Female,66,Minnesota,Winter,No,Bank Transfer,27,Credit Card,Quarterly
3383,34,Female,35,Nebraska,Spring,No,Bank Transfer,2,Bank Transfer,Weekly
3384,27,Female,43,Delaware,Fall,No,Credit Card,39,Venmo,Bi-Weekly
3385,39,Female,24,Minnesota,Summer,No,Credit Card,9,Venmo,Quarterly
3386,62,Female,83,Rhode Island,Winter,No,PayPal,16,Credit Card,Every 3 Months
3387,34,Female,62,Michigan,Fall,No,Debit Card,36,Cash,Quarterly
3388,53,Female,78,New Jersey,Spring,No,Venmo,2,Credit Card,Bi-Weekly
3389,35,Female,61,South Dakota,Spring,No,Venmo,21,Credit Card,Weekly
3390,38,Female,57,North Carolina,Fall,No,Credit Card,39,Venmo,Annually
3391,32,Female,70,Oregon,Summer,No,Credit Card,38,PayPal,Annually
3392,47,Female,57,Montana,Fall,No,Cash,6,Debit Card,Every 3 Months
3393,53,Female,74,New Jersey,Winter,No,Credit Card,6,Venmo,Bi-Weekly
3394,60,Female,90,Arizona,Fall,No,PayPal,50,Debit Card,Monthly
3395,31,Female,98,Vermont,Spring,No,Cash,9,PayPal,Annually
3396,44,Female,43,Colorado,Winter,No,Debit Card,15,Debit Card,Every 3 Months
3397,29,Female,37,Tennessee,Winter,No,PayPal,5,PayPal,Quarterly
3398,19,Female,38,New Jersey,Summer,No,Bank Transfer,13,Bank Transfer,Bi-Weekly
3399,54,Female,60,Montana,Winter,No,Cash,44,Cash,Fortnightly
3400,40,Female,55,Montana,Winter,No,Debit Card,36,Debit Card,Annually
3401,39,Female,51,Nevada,Fall,No,Debit Card,18,Venmo,Fortnightly
3402,44,Female,71,Nevada,Winter,No,Venmo,39,Credit Card,Weekly
3403,22,Female,61,Louisiana,Spring,No,Venmo,11,PayPal,Every 3 Months
3404,30,Female,65,Illinois,Summer,No,Credit Card,1,Cash,Bi-Weekly
3405,69,Female,34,South Carolina,Fall,No,Cash,34,Credit Card,Annually
3406,28,Female,87,Washington,Summer,No,Venmo,47,Bank Transfer,Bi-Weekly
3407,57,Female,79,Nebraska,Spring,No,Venmo,24,Venmo,Quarterly
3408,46,Female,46,Alabama,Spring,No,Bank Transfer,20,Cash,Quarterly
3409,48,Female,72,Montana,Summer,No,PayPal,11,Bank Transfer,Annually
3410,24,Female,93,Minnesota,Summer,No,PayPal,3,Credit Card,Every 3 Months
3411,50,Female,76,Ohio,Summer,No,PayPal,38,Bank Transfer,Bi-Weekly
3412,29,Female,56,New York,Winter,No,Venmo,45,Cash,Weekly
3413,61,Female,83,Indiana,Fall,No,Credit Card,31,Venmo,Quarterly
3414,34,Female,90,Delaware,Winter,No,Cash,16,PayPal,Bi-Weekly
3415,27,Female,94,Connecticut,Spring,No,Venmo,3,Bank Transfer,Quarterly
3416,38,Female,68,New York,Fall,No,Credit Card,15,Bank Transfer,Annually
3417,25,Female,53,Alabama,Spring,No,PayPal,11,Bank Transfer,Every 3 Months
3418,54,Female,35,Massachusetts,Summer,No,PayPal,22,Debit Card,Fortnightly
3419,53,Female,30,South Carolina,Summer,No,Cash,35,Debit Card,Annually
3420,23,Female,26,West Virginia,Winter,No,Venmo,5,Venmo,Bi-Weekly
3421,19,Female,60,Kentucky,Winter,No,Debit Card,35,PayPal,Bi-Weekly
3422,57,Female,30,New Jersey,Summer,No,PayPal,27,PayPal,Weekly
3423,19,Female,91,New York,Winter,No,Credit Card,9,Venmo,Monthly
3424,33,Female,71,Massachusetts,Spring,No,Venmo,21,PayPal,Bi-Weekly
3425,33,Female,64,Florida,Summer,No,Venmo,23,Credit Card,Monthly
3426,38,Female,54,Michigan,Summer,No,Bank Transfer,3,Debit Card,Bi-Weekly
3427,47,Female,35,Oregon,Fall,No,PayPal,31,Credit Card,Annually
3428,39,Female,38,Michigan,Winter,No,Bank Transfer,44,Cash,Annually
3429,32,Female,69,Washington,Fall,No,Debit Card,20,Venmo,Monthly
3430,27,Female,96,Alaska,Winter,No,Debit Card,34,Debit Card,Weekly
3431,67,Female,73,Montana,Winter,No,Credit Card,17,Bank Transfer,Every 3 Months
3432,46,Female,49,New Mexico,Summer,No,Cash,20,Venmo,Annually
3433,36,Female,44,Connecticut,Summer,No,Credit Card,46,PayPal,Every 3 Months
3434,62,Female,93,Alaska,Spring,No,Cash,28,PayPal,Annually
3435,31,Female,72,Ohio,Summer,No,PayPal,6,Venmo,Fortnightly
3436,68,Female,91,Montana,Summer,No,Debit Card,50,Debit Card,Bi-Weekly
3437,57,Female,83,Nebraska,Winter,No,Venmo,41,Bank Transfer,Monthly
3438,22,Female,62,Oklahoma,Winter,No,Venmo,50,PayPal,Annually
3439,26,Female,71,Kentucky,Fall,No,Debit Card,33,Credit Card,Monthly
3440,43,Female,93,Idaho,Summer,No,Cash,25,Venmo,Quarterly
3441,45,Female,63,Maryland,Fall,No,Credit Card,2,PayPal,Weekly
3442,64,Female,96,Tennessee,Fall,No,Debit Card,15,Credit Card,Annually
3443,28,Female,78,Michigan,Spring,No,Venmo,12,PayPal,Weekly
3444,47,Female,24,Tennessee,Summer,No,PayPal,28,Cash,Bi-Weekly
3445,53,Female,63,Rhode Island,Summer,No,Cash,12,Bank Transfer,Bi-Weekly
3446,42,Female,58,Florida,Fall,No,Venmo,3,Debit Card,Annually
3447,51,Female,55,Louisiana,Spring,No,Debit Card,20,Cash,Weekly
3448,62,Female,58,Arkansas,Fall,No,Debit Card,3,Bank Transfer,Bi-Weekly
3449,18,Female,28,Kentucky,Winter,No,PayPal,32,Bank Transfer,Fortnightly
3450,48,Female,37,Kansas,Spring,No,PayPal,35,Cash,Monthly
3451,20,Female,78,Vermont,Spring,No,PayPal,31,PayPal,Monthly
3452,32,Female,73,Nevada,Fall,No,Bank Transfer,13,Credit Card,Annually
3453,26,Female,20,Oklahoma,Spring,No,Credit Card,3,Venmo,Fortnightly
3454,31,Female,60,Alabama,Winter,No,Venmo,48,Venmo,Bi-Weekly
3455,55,Female,71,Louisiana,Fall,No,Cash,15,PayPal,Bi-Weekly
3456,49,Female,89,Ohio,Fall,No,Bank Transfer,13,Venmo,Annually
3457,42,Female,53,Texas,Fall,No,Bank Transfer,21,Venmo,Monthly
3458,64,Female,87,Maryland,Summer,No,Bank Transfer,29,Cash,Fortnightly
3459,68,Female,37,West Virginia,Spring,No,PayPal,24,Venmo,Quarterly
3460,68,Female,37,Ohio,Fall,No,Venmo,21,PayPal,Annually
3461,41,Female,78,Indiana,Spring,No,Credit Card,5,Bank Transfer,Bi-Weekly
3462,51,Female,23,Wyoming,Spring,No,Venmo,47,Cash,Quarterly
3463,44,Female,73,Michigan,Spring,No,Bank Transfer,34,Credit Card,Every 3 Months
3464,27,Female,27,Maine,Fall,No,Debit Card,45,PayPal,Fortnightly
3465,36,Female,59,Utah,Winter,No,Debit Card,12,PayPal,Annually
3466,19,Female,53,Iowa,Spring,No,Bank Transfer,31,Debit Card,Weekly
3467,49,Female,42,Maryland,Summer,No,Debit Card,43,Bank Transfer,Annually
3468,18,Female,45,Texas,Fall,No,Bank Transfer,5,Credit Card,Annually
3469,36,Female,89,Ohio,Winter,No,Credit Card,36,Debit Card,Quarterly
3470,36,Female,85,North Dakota,Fall,No,Bank Transfer,12,Cash,Annually
3471,19,Female,69,West Virginia,Summer,No,Cash,31,Cash,Bi-Weekly
3472,43,Female,66,North Carolina,Spring,No,Cash,31,Cash,Bi-Weekly
3473,31,Female,42,Georgia,Summer,No,Bank Transfer,15,Debit Card,Weekly
3474,63,Female,40,Kansas,Spring,No,Credit Card,11,Cash,Weekly
3475,41,Female,82,Maine,Winter,No,PayPal,18,Venmo,Monthly
3476,48,Female,88,South Carolina,Spring,No,Debit Card,9,Cash,Quarterly
3477,68,Female,99,South Carolina,Summer,No,Credit Card,11,Cash,Weekly
3478,53,Female,85,Kentucky,Spring,No,PayPal,38,Debit Card,Bi-Weekly
3479,36,Female,57,Arizona,Fall,No,PayPal,42,PayPal,Quarterly
3480,46,Female,56,New York,Summer,No,PayPal,41,Cash,Monthly
3481,21,Female,79,New Hampshire,Winter,No,Cash,45,PayPal,Monthly
3482,52,Female,67,Ohio,Summer,No,Credit Card,41,Debit Card,Bi-Weekly
3483,66,Female,61,Hawaii,Winter,No,Venmo,35,Debit Card,Weekly
3484,19,Female,37,Texas,Winter,No,Venmo,21,Credit Card,Every 3 Months
